,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
496,1636148068921376768,Gaia DR3 604916701642080000,604916701642080000,228762825,2016.0,132.94334899041655,0.014725858,11.774074062147497,0.0069850916,1.1398841940372748,0.017374659,65.60613,11.480497,-11.023113991793487,0.017671138,-3.208236843097688,0.012008967,-0.1410291,-0.18854898,-0.14313017,0.109318525,0.042177703,0.05815674,-0.029768292,0.3196945,-0.30690408,-0.1379652,398,0,397,1,-2.1430337,342.71274,0.0,0.0,31,False,1.5754801,,,,,,,,46,18,0.025268812,50,9,0,0.06726246,16.880548,0,0,0.9236196,0.3409722,0.612941,0.23797227,0.28862667,-164.17355,4.406816,-50.15617,-13.702031,False,419,94469.8447700931,16.567768,5702.026,13.249134,44,52568.16599716361,27.87126,1886.1066,13.536736,44,60064.62888490246,25.91469,2317.783,12.801349,1.1922619,0,1,0,0,0,0.73538685,0.28760147,0.44778538,36.671604,2.5706615,2,25,3,13,14.553375,,,902.3618,,6000.0,4.5,-0.25,101,,,,12.583251,0.029634697,22,,NOT_AVAILABLE,215.78092390821448,31.990605527798557,132.0791362664533,-5.614920174152803,False,False,0,True,True,False,False,False,True,True,False,1.0589242e-13,5.289273e-13,0.99961686,5904.5635,5902.392,5908.0327,4.1803,4.1717,4.1886,-0.2979,-0.3044,-0.291,813.6472,801.9307,826.4499,0.0012,0.0002,0.0036,0.001,0.0002,0.003,0.0005,1e-04,0.0017,MARCS,0.09817994272878205
500,1636148068921376768,Gaia DR3 604916804721291776,604916804721291776,1242268502,2016.0,132.947537936037,0.020924013,11.786013808580423,0.010533679,1.1401604588075593,0.025191784,45.25922,11.495799,-11.091429929202757,0.026211899,-3.0221804066462754,0.017525135,-0.14829686,-0.08372584,-0.17905915,0.06112476,0.079036124,0.07292008,-0.064277485,0.4053256,-0.29145446,-0.1316417,413,0,410,3,4.4884768,550.5999,0.091225475,4.4800744,31,False,1.5210835,,,,,,,,47,18,0.037727855,51,10,0,0.062450755,14.922201,0,1,1.1609193,0.31177038,0.5696559,0.2882437,0.2955504,-169.33632,6.07749,-52.38086,-17.053276,False,426,42532.03827647153,6.783397,6270.0205,14.115577,42,21330.640354443804,19.783777,1078.1885,14.516032,42,30271.09784719396,18.386194,1646.4037,13.545325,1.213244,1,0,0,0,0,0.97070694,0.40045547,0.57025146,32.988796,4.407876,2,21,6,12,7.451473,,,870.9536,,5250.0,3.5,-0.25,111,,,,13.259722,0.10035821,16,,NOT_AVAILABLE,215.77016620464897,31.99933102358449,132.0798340492164,-5.602314968786705,False,False,0,True,True,False,False,False,False,True,False,1.03982646e-13,5.193881e-13,0.9998059,5708.891,5700.097,5717.29,4.1771,4.1496,4.2365,-0.1441,-0.1526,-0.1379,844.0075,784.5952,870.286,0.2972,0.2931,0.3031,0.2449,0.2415,0.2498,0.1307,0.1288,0.1333,PHOENIX,0.09843718616695939
503,1636148068921376768,Gaia DR3 604921855602675840,604921855602675840,451376689,2016.0,132.78127078733152,0.015536727,11.882246851764018,0.008892118,1.1172560393619997,0.019800713,56.42504,11.578671,-11.092029463466428,0.019062715,-3.3215245888541185,0.013966666,-0.28714135,-0.20468289,-0.11049025,0.0565302,0.15545082,0.08106545,-0.041418884,0.4366317,-0.19582081,-0.2824471,370,0,368,2,1.598441,409.45532,0.0,0.0,31,False,1.5677947,,,,,,,,42,18,0.028351447,45,9,0,0.05307477,17.550762,0,0,1.0589703,0.36752978,0.52917665,0.24028915,0.27795818,-170.17322,11.370118,-55.729397,-21.722496,False,370,60513.9748705746,13.014431,4649.76,13.732728,41,33228.57941007318,22.814417,1456.4729,14.034762,39,39135.23006109642,25.619228,1527.5725,13.266476,1.1958199,0,0,0,0,0,0.7682867,0.30203438,0.46625233,33.308403,3.169946,2,20,8,14,9.955467,,,870.9537,,5750.0,4.5,-0.25,101,,,,13.001753,0.07716066,13,,NOT_AVAILABLE,215.5869237666728,31.891787621749607,131.89619731358118,-5.5539511038063285,False,False,0,False,False,False,False,False,False,True,False,1.0493143e-13,5.241272e-13,0.999712,5973.6807,5962.2563,5986.9414,4.2082,4.1896,4.2284,-0.3262,-0.3367,-0.3161,830.7828,810.4406,848.0231,0.0553,0.0499,0.0617,0.0468,0.0422,0.0522,0.0251,0.0226,0.0281,PHOENIX,0.09872115632839693
506,1636148068921376768,Gaia DR3 604922302279259008,604922302279259008,1174137627,2016.0,132.81900117845774,0.01361486,11.904198115103897,0.0078876335,1.1565504825451691,0.016918777,68.35899,11.086171,-10.704862106915012,0.016655395,-2.8825533202109552,0.012842561,-0.2927886,-0.15730521,-0.062035237,0.008554248,0.1513773,0.043277256,0.017602451,0.37414137,-0.1661717,-0.29611784,380,0,379,1,-1.2421409,343.43268,0.0,0.0,31,True,1.5642694,,,,,,,,44,18,0.024716824,47,9,0,0.06428196,16.185743,0,0,0.95405084,0.36960086,0.52882427,0.26865813,0.26402456,-171.61356,12.145129,-55.746525,-21.6937,False,389,82061.56621070998,11.446992,7168.8325,13.402018,42,44791.137162591825,25.185133,1778.4753,13.710562,41,53238.60777211034,21.011477,2533.787,12.932329,1.1945878,0,0,0,0,0,0.7782326,0.30854416,0.46968842,36.241093,2.2075343,2,22,5,14,12.593012,,,902.36176,,5750.0,3.5,0.0,111,,,,12.716492,0.039230302,18,,NOT_AVAILABLE,215.58160115289112,31.934502538108127,131.92590878696544,-5.522799403843248,False,False,0,True,True,False,False,False,True,True,False,1.03842065e-13,5.186859e-13,0.9998199,6054.7725,5992.952,6127.35,4.3055,4.2142,4.4078,0.1099,0.0603,0.173,730.1886,659.7321,782.0354,0.1619,0.1277,0.2017,0.1373,0.1082,0.1715,0.0734,0.0579,0.0918,MARCS,0.09897011766509181
515,1636148068921376768,Gaia DR3 604921855602675968,604921855602675968,1134111251,2016.0,132.78005588537422,0.015055868,11.883864558840845,0.008575329,1.1320137760582378,0.018676478,60.61174,11.307064,-11.03500903465228,0.018500397,-2.465414798744085,0.01387645,-0.28882658,-0.13304701,-0.06741353,0.032615118,0.14585583,0.06061295,-0.008527183,0.36537445,-0.18196018,-0.26849765,395,395,392,3,5.2517443,845.2927,0.0954425,12.914096,31,False,1.5402201,,,,,,,,45,18,0.027175797,47,9,0,0.07109255,15.282848,0,0,1.1936762,,,,,,,,,False,409,205160.24899970784,131.47948,1560.3975,12.407134,41,106686.13990083666,194.46199,548.6221,12.768272,40,141077.5004041234,290.69196,485.31616,11.874251,1.2076591,0,0,0,0,0,0.89402103,0.36113834,0.5328827,38.76887,5.89066,1,23,4,13,28.985435,22.086023,0.0,870.9537,87.102356,4750.0,3.5,-0.25,222,,,,11.652585,0.010900711,19,28.148937,NOT_AVAILABLE,215.58460765445184,31.891383538353036,131.89460650367536,-5.5527168416439165,False,False,0,True,True,True,False,False,False,True,False,1.0247087e-13,5.118369e-13,0.9999556,,,,,,,,,,,,,,,,,,,,,,,0.10071549849092472
516,1636148068921376768,Gaia DR3 604921821242942464,604921821242942464,1001925130,2016.0,132.77046946681625,0.0211225,11.873921747812334,0.012729117,1.1035419930331989,0.025912765,42.586807,10.995201,-10.5172070193173,0.025874345,-3.2066819570468885,0.019851757,-0.30961135,-0.09109014,-0.10208384,0.026904803,0.0953749,0.053663876,-0.05813175,0.36343125,-0.14833546,-0.2516335,338,0,336,2,11.41496,723.2428,0.12560637,10.346389,31,False,1.5708209,,,,,,,,39,18,0.037960567,42,9,0,0.06516416,15.3984375,1,0,1.4738533,0.35073894,0.5165147,0.28216207,0.24481742,-170.87553,14.194564,-53.599594,-24.435915,False,339,62375.479034951335,12.812574,4868.302,13.699832,36,34388.76479519464,22.309652,1541.4299,13.9975,37,40011.51278012897,27.57178,1451.1763,13.242434,1.1927809,0,0,0,0,0,0.7550669,0.29766846,0.4573984,33.282665,3.9808133,2,19,11,11,8.338121,,,851.451,,6000.0,4.5,-0.25,101,,,,13.133419,0.08012183,8,,NOT_AVAILABLE,215.5906285949034,31.878705685289283,131.88824626160812,-5.564832611488536,False,False,0,True,True,False,False,False,True,True,False,1.0565753e-13,5.2775406e-13,0.9996401,6100.251,6064.696,6118.3013,4.412,4.3307,4.4531,-0.1121,-0.1352,-0.0987,712.2219,686.1003,765.6207,0.1507,0.1331,0.1609,0.1285,0.1133,0.1372,0.0691,0.0609,0.0738,MARCS,0.10072922335277115
518,1636148068921376768,Gaia DR3 604918591427681024,604918591427681024,236229214,2016.0,132.9526148343308,0.03729834,11.821001917031987,0.019664023,1.084898449645579,0.046965696,23.099806,11.398661,-10.99784808295213,0.047629107,-2.9961295132426713,0.03525705,-0.21555421,-0.03268933,-0.085095264,0.01469887,0.10803457,0.054244798,-0.016706571,0.3986158,-0.335274,-0.2538748,423,423,420,3,26.639765,5712.944,0.3278648,162.96335,31,True,1.681966,,,,,,,,48,18,0.07005578,54,10,1,0.0749907,11.818018,0,0,2.0541344,,,,,,,,,False,446,847894.7271267766,215.02513,3943.2356,10.866512,48,564007.3227114615,227.53468,2478.7751,10.96033,47,421970.31677720195,129.60498,3255.8186,10.68469,1.1628538,0,0,0,0,0,0.27563953,0.09381771,0.18182182,35.18645,1.4447362,1,23,6,12,57.19903,0.48566782,0.21221724,902.3619,22.95814,7500.0,4.0,-0.25,555,47.73516,10.103693,13,10.609368,0.0080839,13,57.67726,NOT_AVAILABLE,215.73515036069847,32.018494411866705,132.07506509424547,-5.5672958798111125,False,False,1,True,True,True,False,False,True,True,False,1.0803756e-13,5.3964217e-13,0.99940574,8921.885,8900.043,8943.108,4.0866,4.0696,4.1261,0.6964,0.6565,0.7244,767.1024,727.0438,785.0149,0.4434,0.4372,0.4481,0.415,0.4091,0.4195,0.22,0.2168,0.2224,A,0.10103622073594909
526,1636148068921376768,Gaia DR3 604916873440765696,604916873440765696,248729856,2016.0,132.95272345917692,0.022687275,11.793212046471833,0.011041135,1.1333270458433289,0.02928187,38.704056,11.869927,-11.567488421941064,0.029245727,-2.6624035821996967,0.019137219,-0.20268698,-0.20909826,-0.28526282,0.12982048,0.16053346,0.13223982,-0.13268997,0.50174385,-0.40248573,-0.23804833,397,8,396,1,-2.1001294,343.21747,0.0,0.0,31,False,1.5271648,,,,,,,,45,18,0.04374118,49,10,0,0.034872152,23.025667,0,0,0.92501676,,,,,,,,,False,420,27345.96628083675,5.3506107,5110.812,14.595134,47,13874.782421326592,15.007805,924.50446,14.982977,47,19233.373969672437,15.124174,1271.6975,14.037757,1.2107145,0,2,0,1,0,0.94522,0.38784313,0.55737686,39.863487,5.2322397,2,20,7,12,4.474275,,,902.3619,,5250.0,3.5,-0.5,111,,,,13.813987,0.15033108,13,,NOT_AVAILABLE,215.76496556689074,32.00695542694764,132.08277204914015,-5.594006416567538,False,False,0,True,True,False,False,False,False,True,False,1.0255069e-13,5.1223587e-13,0.9999477,,,,,,,,,,,,,,,,,,,,,,,0.10193715600416316
528,1636148068921376768,Gaia DR3 604914944999667328,604914944999667328,1770777843,2016.0,132.74593915519185,0.014366929,11.815975991085903,0.00789977,1.1447604074712505,0.017205253,66.535515,11.347387,-11.019903588870275,0.017429344,-2.706458260472761,0.013586931,-0.29958507,-0.16345382,-0.17377312,0.047404766,0.1556171,0.08805087,-0.079022765,0.3166479,-0.085240364,-0.25732568,374,0,372,2,-1.479542,330.96884,0.0,2.0981288e-15,31,False,1.5749803,,,,,,,,43,18,0.025633555,45,9,0,0.07305454,14.778161,0,0,0.9449978,0.29995656,0.5605033,0.23202583,0.20776847,-173.43234,11.974694,-55.11485,-17.497335,False,381,81486.7240643469,16.668453,4888.679,13.40965,36,45369.297749381265,32.148067,1411.2605,13.696637,41,52230.11985031409,62.83056,831.2853,12.953093,1.197734,0,0,0,0,0,0.7435446,0.2869873,0.45655727,31.71579,3.7271953,2,11,6,8,8.460903,,,902.36163,,6000.0,4.5,-0.25,101,,,,12.710261,0.09286216,5,,NOT_AVAILABLE,215.64077699705365,31.83266488728092,131.88082703425025,-5.627118823606161,False,False,0,True,True,False,False,False,True,True,False,1.0765377e-13,5.377252e-13,0.99944246,5938.8535,5917.6475,5966.0347,4.1896,4.1562,4.2304,-0.2503,-0.2742,-0.2265,750.0177,720.3905,775.2351,0.0277,0.0156,0.0423,0.0235,0.0132,0.036,0.0126,0.0071,0.0194,MARCS,0.10203826225962725
529,1636148068921376768,Gaia DR3 604916903504793856,604916903504793856,595846514,2016.0,132.95388699197713,0.019915985,11.800601182942918,0.010042108,1.1751151657797319,0.024137752,48.683704,11.436598,-11.043982687597914,0.025253693,-2.97089321687067,0.018552737,-0.18425664,-0.07424444,-0.18986341,-0.0072040292,0.11248353,0.045285903,-0.011570161,0.36865446,-0.34254858,-0.16781764,406,9,401,5,0.18396236,408.14468,0.0,0.0,31,False,1.5503801,,,,,,,,46,18,0.03653879,50,9,0,0.06420511,14.282913,0,0,1.0057005,,,,,,,,,False,427,34882.5632908292,6.8394527,5100.198,14.330846,47,18559.451061132895,14.819632,1252.3557,14.6671295,46,23337.368387731323,19.825216,1177.1558,13.827765,1.201082,0,1,0,0,0,0.83936405,0.33628368,0.50308037,33.958714,5.165098,2,19,4,11,5.3995647,,,902.3619,,5500.0,3.5,0.0,111,,,,13.555144,0.07883259,15,,NOT_AVAILABLE,215.75761506233627,32.011084188226796,132.08185120685798,-5.586586399225204,False,False,0,False,False,False,False,False,True,True,False,1.03460744e-13,5.167812e-13,0.9998576,5754.617,5743.539,5767.353,4.5397,4.5268,4.5528,-0.1272,-0.142,-0.1129,704.8622,696.0132,715.228,0.1085,0.1009,0.1168,0.091,0.0846,0.0979,0.0487,0.0453,0.0525,MARCS,0.10211670662304227
532,1636148068921376768,Gaia DR3 604911135364519808,604911135364519808,281706936,2016.0,132.76459353599168,0.038356364,11.750770214629803,0.023593755,1.069297275844421,0.046431243,23.029694,11.483805,-11.054489078250315,0.048900012,-3.1106323110246548,0.04501506,-0.3414202,-0.08277767,-0.018019363,-0.06342163,0.19959523,-0.036407866,0.13302982,0.059144992,0.18475355,-0.39760882,341,341,335,6,23.273767,5827.1396,0.3196287,155.81229,31,True,1.6541966,,,,,,,,39,17,0.07704582,42,8,0,0.09057962,14.049869,0,0,2.0300844,,,,,,,,,False,319,589887.4111756685,287.26663,2053.4492,11.260444,34,375859.9659970267,218.55179,1719.7753,11.400977,34,313612.4422141443,106.14772,2954.4907,11.006912,1.1688204,0,2,0,2,0,0.3940649,0.14053345,0.25353146,32.49701,1.991577,1,24,3,15,49.612404,2.4724052,0.0029508604,902.36163,26.570396,8000.0,4.5,0.5,555,55.143806,17.973408,21,10.911411,0.008101938,21,,NOT_AVAILABLE,215.71946944345078,31.82194299939244,131.91626985963342,-5.684922588718978,False,False,0,True,True,False,False,False,True,True,False,1.0400095e-13,5.1947953e-13,0.9998042,7607.785,7602.512,7616.883,3.7488,3.7432,3.7633,0.0753,0.0545,0.0816,1118.6798,1089.8934,1129.7314,0.2195,0.2167,0.2231,0.1997,0.1972,0.203,0.1065,0.1051,0.1083,MARCS,0.10246309637986312
538,1636148068921376768,Gaia DR3 604904538294704768,604904538294704768,1003519437,2016.0,132.9364128137695,0.014988132,11.750350145304576,0.007279909,1.1850340822961247,0.017414447,68.04891,11.195009,-10.843515822236329,0.018918669,-2.7832359448038386,0.013314358,-0.22629564,-0.21198839,0.01083043,0.009626837,0.095610425,-0.0076449616,0.07195594,0.18639895,-0.17142084,-0.19979379,377,0,376,1,-2.9390295,305.29858,0.0,0.0,31,False,1.5769005,,,,,,,,43,17,0.02677045,48,8,0,0.081887245,18.618723,0,2,0.89320356,0.376277,0.6126374,0.23586409,0.2547084,-166.74388,6.9099517,-51.992847,-12.260984,False,405,96873.37214101557,16.221178,5972.031,13.221856,44,54126.54094853619,31.64178,1710.6035,13.505016,44,61382.128015914226,22.450302,2734.1338,12.777791,1.1923676,0,0,0,0,0,0.7272253,0.2831602,0.4440651,33.247406,1.8981868,2,20,4,10,12.15836,,,851.5247,,6000.0,4.5,-0.25,101,,,,12.573005,0.03065005,16,,NOT_AVAILABLE,215.80296345777433,31.974497636563477,132.07906174375518,-5.639596682057652,False,False,0,True,True,False,False,False,True,True,False,1.0679834e-13,5.3345235e-13,0.99952716,5929.914,5927.0176,5934.529,4.0837,4.0697,4.0949,-0.2773,-0.2826,-0.2698,791.5186,778.9828,806.9915,0.0023,0.0006,0.0053,0.002,0.0005,0.0045,0.0011,0.0003,0.0025,MARCS,0.10350057687444363
567,1636148068921376768,Gaia DR3 604918591427678848,604918591427678848,833106637,2016.0,132.95806939630876,0.012357084,11.825319991847184,0.0063696373,1.209293745283163,0.015675828,77.14385,11.750664,-11.374889901377525,0.015498428,-2.9478767063907396,0.010179246,-0.17185093,0.049869742,-0.06397691,0.05130521,0.062533505,0.08015033,-0.105410166,0.43623853,-0.3166297,-0.21735543,400,400,398,2,-1.703717,537.83575,0.037407737,1.8942378,31,True,1.5667901,,,,,,,,45,17,0.022544893,49,10,0,0.054769326,10.734786,0,0,0.93901944,,,,,,,,,False,425,192678.04450407936,36.218044,5319.9463,12.4752865,46,105497.55390073631,56.447594,1868.9469,12.7804365,45,124672.58594432137,45.300846,2752.1028,12.008468,1.1945841,0,0,0,1,0,0.77196884,0.30515003,0.4668188,33.64983,0.97393477,1,22,3,13,21.801214,-0.26759118,0.432267,870.9537,14.396019,6000.0,4.0,0.0,222,,,,11.808335,0.020026611,19,23.19887,NOT_AVAILABLE,215.73316056566117,32.02515045379871,132.0790449037905,-5.561687044047812,False,False,0,True,True,True,False,False,False,True,False,1.032973e-13,5.159649e-13,0.99987376,,,,,,,,,,,,,,,,,,,,,,,0.10687748608619711
571,1636148068921376768,Gaia DR3 604922267919525504,604922267919525504,149672176,2016.0,132.80116264138996,0.016625626,11.90637877005004,0.009991002,1.165668678415313,0.01980113,58.868797,11.213948,-10.847944341203656,0.01945231,-2.8416075491691206,0.016397675,-0.3425243,-0.24472803,-0.07475622,-0.05706969,0.15806688,-0.021610323,0.07483896,0.2618634,-0.09778129,-0.36285838,366,0,364,2,-0.8791493,338.43402,0.0,0.0,31,False,1.5581956,,,,,,,,42,17,0.029637463,45,9,0,0.065457225,16.73073,0,0,0.96645236,0.3718061,0.51407397,0.22732238,0.27443635,-170.08168,15.153134,-56.74112,-22.590939,False,378,47119.28320147984,8.735016,5394.2983,14.00437,39,25447.697824781797,18.683224,1362.0614,14.324421,40,30955.059756610128,19.454693,1591.1359,13.521067,1.1970206,0,0,0,0,0,0.80335426,0.3200512,0.48330307,28.291214,4.0940933,2,20,10,12,7.091792,,,870.9537,,6000.0,4.0,0.0,222,,,,13.297479,0.14345135,12,,NOT_AVAILABLE,215.57067623418334,31.919554219999505,131.90843661190758,-5.525441068196131,False,False,0,False,False,False,False,False,True,True,False,1.0337514e-13,5.163536e-13,0.99986607,5681.565,5677.418,5689.0117,4.3392,4.3295,4.3489,-0.2876,-0.2965,-0.2764,808.2386,794.5512,822.2702,0.0034,0.0007,0.0083,0.0028,0.0006,0.007,0.0015,0.0003,0.0038,MARCS,0.10758676326395278
572,1636148068921376768,Gaia DR3 604921679508385664,604921679508385664,765861270,2016.0,132.74914800692656,0.021818893,11.8535026108753,0.012439988,1.1546786930826054,0.025809854,44.7379,11.273738,-10.933920358149539,0.02605318,-2.747099020568392,0.019938119,-0.2780703,-0.15712972,-0.16586435,0.10886491,0.13080673,0.12033316,-0.15320182,0.32832134,-0.09696286,-0.23168103,369,0,368,1,0.75112146,393.9082,0.03743747,0.49806812,31,False,1.5376618,,,,,,,,43,18,0.03814654,45,10,0,0.06967355,17.023596,0,0,1.0270792,0.24355423,0.533232,0.18231723,0.264999,-169.84013,11.305492,-53.886925,-19.868244,False,378,26101.92436372392,5.3090916,4916.4575,14.645685,42,13561.372831396622,20.962927,646.92175,15.007783,42,17898.05126681781,17.76484,1007.49866,14.115881,1.205253,0,3,1,1,0,0.89190197,0.36209774,0.5298042,32.616814,5.381508,2,18,5,13,5.283182,,,902.36163,,5750.0,4.5,0.0,222,,,,13.569359,0.090419784,15,,NOT_AVAILABLE,215.6021989291832,31.851214424332692,131.87363457079587,-5.590147572345682,False,False,0,False,False,False,False,False,True,True,False,1.0304586e-13,5.14709e-13,0.9998987,5527.678,5504.3794,5545.17,4.4491,4.4368,4.4619,-0.3486,-0.3755,-0.3284,820.2809,803.3297,835.9498,0.0292,0.0167,0.0389,0.0241,0.0137,0.0321,0.0129,0.0073,0.0172,PHOENIX,0.1078779570119972
575,1636148068921376768,Gaia DR3 604919450421136000,604919450421136000,1187455483,2016.0,132.95130645659663,0.02812666,11.853308118669334,0.015624542,1.2044516648749157,0.03579291,33.650566,11.232397,-10.825689893654637,0.03568473,-2.9951921162634303,0.02556442,-0.24108991,-0.01934193,-0.1145064,0.05366434,0.0788049,0.07798319,-0.08563496,0.3840856,-0.3440554,-0.21309678,407,407,406,1,29.512852,3062.3945,0.24322596,90.339355,31,True,1.5533282,,,,,,,,46,18,0.051988687,50,11,0,0.07055209,11.985892,1,0,2.2052,,,,,,,,,False,403,214391.81673925725,44.797787,4785.768,12.359346,42,114418.47454055879,51.553936,2219.3936,12.692302,44,142725.16176078108,66.72255,2139.0845,11.861644,1.1994097,0,0,0,0,0,0.83065796,0.33295536,0.4977026,35.622456,1.4909323,1,28,6,15,31.031986,7.4086814,5.884182e-13,870.9537,22.61105,5500.0,4.0,-0.25,111,,,,11.620168,0.014865654,22,30.60566,NOT_AVAILABLE,215.69990944021745,32.03084910837026,132.0649881420897,-5.536559321814023,False,False,2,True,True,True,False,False,False,True,False,1.02804375e-13,5.1350265e-13,0.9999226,,,,,,,,,,,,,,,,,,,,,,,0.1081964700716869
579,1636148068921376768,Gaia DR3 604914536978619520,604914536978619520,546656569,2016.0,132.74674931693474,0.014276341,11.770265596908839,0.0076324274,1.2153311038787973,0.017082117,71.14639,11.282712,-10.910390323182911,0.017544754,-2.874539478174464,0.012757058,-0.30592233,-0.14795683,-0.18414861,0.056814656,0.14046116,0.08223892,-0.08579256,0.20945042,-0.061759815,-0.26250637,372,0,370,2,1.2028965,404.2273,0.0,0.0,31,True,1.5615144,,,,,,,,43,17,0.025433464,45,9,0,0.07947023,14.222298,0,0,1.0439234,0.30760357,0.57970786,0.22866979,0.18876447,-172.92996,11.637817,-52.965576,-16.658054,False,369,90413.91438502756,15.157934,5964.7915,13.296779,43,49020.23837584203,20.485584,2392.9138,13.612604,41,59023.93974134991,24.510294,2408.1287,12.820325,1.194995,0,1,0,0,0,0.79227924,0.31582546,0.47645378,35.11166,2.9102006,2,18,2,14,11.888849,,,902.3616,,5750.0,3.5,-0.25,222,,,,12.594034,0.034272455,16,,NOT_AVAILABLE,215.69002356365476,31.81424814316178,131.8940563000188,-5.670899542788307,False,False,0,False,False,False,False,False,True,True,False,1.0442868e-13,5.21616e-13,0.99976176,5714.428,5712.935,5716.7095,4.2015,4.1951,4.2074,-0.2831,-0.2885,-0.2775,761.7962,752.96,770.4065,0.0008,0.0002,0.0021,0.0006,1e-04,0.0017,0.0003,1e-04,0.001,MARCS,0.1086055518702872
586,1636148068921376768,Gaia DR3 604910860486613632,604910860486613632,15960979,2016.0,132.77393574800624,0.016689753,11.729701204963089,0.009525213,1.1338053733285154,0.01999107,56.71559,11.242105,-10.945386861200628,0.020417547,-2.565819073794166,0.01566926,-0.3306664,-0.12205037,-0.15339796,0.038963154,0.16110663,0.072953776,-0.03864291,0.18518233,-0.0022607313,-0.28287482,349,0,349,0,-1.0629419,319.0883,0.0,0.0,31,True,1.5431615,,,,,,,,40,17,0.029792665,42,9,0,0.07533497,13.134127,0,0,0.958795,0.35255033,0.55014807,0.2956039,0.18313941,-175.48279,14.420437,-54.076084,-22.823298,False,362,53246.62417605747,16.546785,3217.9438,13.871636,38,27938.605641055874,31.288382,892.93866,14.22303,36,36085.77775789399,32.016438,1127.1016,13.354555,1.202412,0,1,0,0,0,0.86847496,0.3513937,0.51708126,25.895592,10.289993,2,22,1,15,8.961251,,,902.3616,,6000.0,4.5,-0.25,222,,,,13.103717,0.049892146,21,,NOT_AVAILABLE,215.7464942367028,31.821416504996517,131.9308643625992,-5.702717636114112,False,False,0,False,False,False,False,False,True,True,False,1.0525818e-13,5.2575934e-13,0.9996796,5560.8906,5546.8657,5574.8535,4.2552,4.247,4.2639,-0.4392,-0.4539,-0.4242,829.3296,816.182,841.5041,0.0218,0.0144,0.0291,0.018,0.012,0.0241,0.0097,0.0064,0.0129,PHOENIX,0.10951197571061812
